sc002000_.SC,"교황 : 오... 어서 오게나,  아렌트. 오늘은 그대가 기사수여를 받는 경사스러운 날.",,"Pope: Oh ... Come ohgena, Arendt. Today is an auspicious day, you will receive the articles presented.","Pope: Oh ... Come ohgena, Arendt. Today is an auspicious day, you will receive the articles presented."
sc002000_.SC,"교황 : 자네의 충성심과 용맹스러움은 견습기사 중에서도 월등하다는 것을 내 익히 들어 알고 있었네만, 이렇게 직접 만나고 보니 자네의 늠름한 모습이 더욱 믿음직스럽게 보이는군.",,"Pope: Only iteotne example well known that my superior among you a sense of loyalty and bravery are apprenticeships articles, I meet so look carefully the direct military badass you look more trustworthy.","Pope: Only iteotne example well known that my superior among you a sense of loyalty and bravery are apprenticeships articles, I meet so look carefully the direct military badass you look more trustworthy."
sc002000_.SC,교황 : 그대가 앞으로 훌륭한 기사가 될 것이 내눈엔 훤하게 보이오.,,Pope: Oh Boy you are my eyes hwonhage yen to be a great story forward.,Pope: Oh Boy you are my eyes hwonhage yen to be a great story forward.
sc002000_.SC,아렌트 : 과찬의 말씀이십니다.,,Arendt: Word of gwachan Emilion.,Arendt: Word of gwachan Emilion.
sc002000_.SC,교황 : 그럼 바로 기사수여식에 들어가도록 하겠소.,,Pope: Well Bajo to get into the right article ceremony.,Pope: Well Bajo to get into the right article ceremony.
sc002000_.SC,교황 : 용맹스러운자 아렌트여. 오랜 견습기사 생활을 지내고 이제 오늘 이 기사수여식을 통하여 정식기사가 되니 오직 나만을 믿고 충성을 맹세할 수 있겠느냐?,,"Pope: Open fearless characters Arendt. Doing a long apprenticeship articles Life Now And there is a formal article through the article ceremony today, Shall swear allegiance only to believe in your own?","Pope: Open fearless characters Arendt. Doing a long apprenticeship articles Life Now And there is a formal article through the article ceremony today, Shall swear allegiance only to believe in your own?"
sc002000_.SC,아렌트 : 충성을 맹세하겠습니다.,,Arendt: I will swear allegiance.,Arendt: I will swear allegiance.
sc002000_.SC,교황 : 용맹스러운자 아렌트여. 어떠한 일이 있더라도 교황과 교황청을 배반하지 않겠다고 맹세할 수 있겠느냐?,,Pope: Open fearless characters Arendt. Shall even if no one could swear he would not betray the Pope and the Vatican?,Pope: Open fearless characters Arendt. Shall even if no one could swear he would not betray the Pope and the Vatican?
sc002000_.SC,아렌트 : 절대로 배반하지 않겠다고 맹세합니다.,,Arendt: I promise to never betray.,Arendt: I promise to never betray.
sc002000_.SC,"교황 : 용맹스러운자 아렌트여. 교황과 교황청이 내리는 명령에 대해서 의문을 가지지 말 것이며, 무슨 일이 있더라도 반드시 수행하겠다고 맹세할 수 있겠느냐?",,"Pope: Open fearless characters Arendt. Will no doubt say about the command to the Pope and the Vatican down, it Shall what is even able to swear to be performed?","Pope: Open fearless characters Arendt. Will no doubt say about the command to the Pope and the Vatican down, it Shall what is even able to swear to be performed?"
sc002000_.SC,아렌트 : 반드시 수행할 것을 맹세합니다.,,Arendt: I swear that you must perform.,Arendt: I swear that you must perform.
sc002000_.SC,교황 : 그대가 방금 한 3가지 맹세에 거짓이 없으리다! 그대가 한 맹세에 거짓이 있을 시에는 죽음으로서 보상받겠도다.,,Pope: You will not have a Florida lies just to the three kinds of swear! When there is a false oath is a'll take you there hath rewarded as death.,Pope: You will not have a Florida lies just to the three kinds of swear! When there is a false oath is a'll take you there hath rewarded as death.
sc002000_.SC,아렌트 : 3가지의 맹세에 거짓이 있을 시에는 죽음으로서 맹세를 지키겠습니다.,,Arendt: There'll keep the pledge when there is a death in three false oath.,Arendt: There'll keep the pledge when there is a death in three false oath.
sc002000_.SC,교황 : 나 카콘시스 교황은 견습기사 아렌트를 오늘 이 시간 이후부터 기사 아렌트로 명명하오니 이에 축복이 있으리라.,,Pope: I kakon system haohni pope named a Knight Arendt Arendt articles apprenticeship after two hours this day shall be a blessing.,Pope: I kakon system haohni pope named a Knight Arendt Arendt articles apprenticeship after two hours this day shall be a blessing.
sc002000_.SC,아렌트 : (뭐지 이 느낌은? 뭔가 내 몸안으로 들어와 내 몸을 뒤틀고 있다.... 갑자기 이유없이 답답하고 슬픈 느낌이 드는 이유는 뭐지?),,"Arendt (? What is this feeling can twist my body, something came into my body .... What is the reason for tightness and feeling sad for no reason suddenly favorite?)","Arendt (? What is this feeling can twist my body, something came into my body .... What is the reason for tightness and feeling sad for no reason suddenly favorite?)"
sc002000_.SC,교황 : 견습기사 아렌트에게 나 카콘시스 교황이 직접 기사수여식을 하니 속박의 빛으로 충성의 맹세를 받아들이겠노라.,,Pope: Do to the apprenticeship system kakon articles Arendt and the Pope directly Articles ceremony Nora will accept the Pledge of Allegiance in the light of bondage.,Pope: Do to the apprenticeship system kakon articles Arendt and the Pope directly Articles ceremony Nora will accept the Pledge of Allegiance in the light of bondage.
sc002000_.SC,아렌트 : (속박의 빛? 이 빛줄기만으로 사람을 속박시킬 수 있는 것인가?),,Arendt (who will be constrained only by the people of the light rays Bondage?),Arendt (who will be constrained only by the people of the light rays Bondage?)
sc002000_.SC,교황 : 일어나거라. 기사 아렌트여! 이 시간 이후부터 그대는 영광스러운 교황청 소속 장미십자회의 정식기사가 되었도다.,,Pope: would happen. Articles than Arendt! Since after this time you have a glorious Pontifical Department hath been meeting formally Rose Phillips article.,Pope: would happen. Articles than Arendt! Since after this time you have a glorious Pontifical Department hath been meeting formally Rose Phillips article.
sc002000_.SC,아렌트 : 영광이옵니다.,,Arendt: yiopnida glory.,Arendt: yiopnida glory.
sc002000_.SC,교황 : 그대는 3가지의 맹세를 반드시 지켜야만 한다. 그대가 맹세를 어길 경우엔 속박의 빛이 그대를 고통스러운 죽음의 길로 인도할 것이다.,,Pope: You will only be adhered to the three vows. If you break the oath Yen light bondage will lead the way of painful death for you.,Pope: You will only be adhered to the three vows. If you break the oath Yen light bondage will lead the way of painful death for you.
sc002000_.SC,아렌트 : (속박의 빛이란 방금 내 몸으로 들어온......?),,Arendt (incoming light bondage is just my body ...?),Arendt (incoming light bondage is just my body ...?)
sc002000_.SC,교황 : 기억하거라. 아렌트여. 속박의 빛을 관장하는 자가 나라는 것을.....,,Pope: Pour remember. Open Arendt. Self-governing country that is the light of bondage .....,Pope: Pour remember. Open Arendt. Self-governing country that is the light of bondage .....
sc002000_.SC,아렌트 : 교황과 교황청에 충성을 맹세합니다.,,Arendt: I swear allegiance to the Pope and the Holy See.,Arendt: I swear allegiance to the Pope and the Holy See.
sc002000_.SC,교황 : 정식기사가 된 그대에게 신분증을 하사하니 영광스러운 장미십자회의 징표로서 자랑스럽게 여기도록!,,Pope: Do you have a formal grant of an identification card to the articles you so proud as a glorious rose cruciate meeting sign!,Pope: Do you have a formal grant of an identification card to the articles you so proud as a glorious rose cruciate meeting sign!
sc002000_.SC,정식기사 신분증,,The full article ID,The full article ID
sc002000_.SC,아렌트 : 영광입니다!,,Arendt: The Glory!,Arendt: The Glory!
sc002000_.SC,메런드 : 정식기사가 된 그대는 이 시간 이후부터 교황청의 경호를 맡게 된다. 오늘은 먼길을 오느라 피곤할터이고 기사수여식과 속박의 빛 세례를 받느라고 피곤할테니 푹 쉬도록!,,Tome Holland: The article you are formally take over after two hours the guard of the Vatican. Today I'll be tired to rest comfortably as ohneura tired foundation all the way and the light batneu baptism ceremony articles and bondage!,Tome Holland: The article you are formally take over after two hours the guard of the Vatican. Today I'll be tired to rest comfortably as ohneura tired foundation all the way and the light batneu baptism ceremony articles and bondage!
sc002000_.SC,메런드 : 현재 교황청 경호기사들의 숙소가 꽉 차서 여분이 없으니 내가 여관주인에게 말해놓을테니 불편하더라도 마을의 여관을 이용하도록!,,"Tome Lund: to take advantage of the Village Inn, even uncomfortable eopeuni'll spare the Vatican Secret story hostel of the current full and put me to tell the innkeeper!","Tome Lund: to take advantage of the Village Inn, even uncomfortable eopeuni'll spare the Vatican Secret story hostel of the current full and put me to tell the innkeeper!"
sc002000_.SC,아렌트 : 알겠습니다.,,Arendt: Okay.,Arendt: Okay.
sc002000_.SC,"메런드 : 그럼, 일찍 가서 편히 쉬도록!",,"Tome Lund: So, go early to relax!","Tome Lund: So, go early to relax!"
sc002000_.SC,기사2 : 앞으로 우리들 말 잘들으라고.,,Article 2: The future of us say eurago jaldeul.,Article 2: The future of us say eurago jaldeul.
sc002000_.SC,인라스마을,,Village Inn Las,Village Inn Las
sc002001_.SC,교황 : 어서들 오시오. 장미십자회 여러분들에게 긴히 할 말이 있어서 이렇게  모두를 소환했소. 오늘 장미십자회의 전체의 명예에 먹칠을 한 기사가 나왔소.,,Pope: Come! Come on. I need to talk to ginhi to Rosicrucianism you've summoned all of this. The articles that today are damaging the reputation of the entire meeting rose cross nawatso.,Pope: Come! Come on. I need to talk to ginhi to Rosicrucianism you've summoned all of this. The articles that today are damaging the reputation of the entire meeting rose cross nawatso.
sc002001_.SC,교황 : 이 기사는 교황과 교황청에 한 3가지의 맹세를 배신하였소. 이 자는  다른자와 결탁을 하여 교황청의 보물을 훔치려 하였소.,,Pope: This article is distributed hayeotso the three vows of the Pope and the Holy See. The person with the collusion with the other parties hayeotso steal the treasures of the Vatican.,Pope: This article is distributed hayeotso the three vows of the Pope and the Holy See. The person with the collusion with the other parties hayeotso steal the treasures of the Vatican.
sc002001_.SC,"교황 : 그 과정에서 우리 교황청의 문지기들이 몇 명 사상을 입게 되었고, 결국은 교황청의 보물을 도둑맞고 말았소. 하지만, 용감한 기사들이 도주하던 이 배신자를 잡게 되었소.",,"Pope: they were clothed with the gatekeepers of our Pontifical few people ever in the process and, eventually, but his cattle being stolen treasures of the Vatican. However, small catch was the traitor who fled their brave knights.","Pope: they were clothed with the gatekeepers of our Pontifical few people ever in the process and, eventually, but his cattle being stolen treasures of the Vatican. However, small catch was the traitor who fled their brave knights."
sc002001_.SC,교황 : 난 장미십자회의 내부에서 이런 배신자가 나왔다는 것을 심히 유감스럽게 여기오. 여기 있는 이 기사가 저지른 배신에 대한 대가로 속박의 빛에 의한 처형을 거행하겠소. 교황과 교황청에 반역을 도모한 자의 최후를 똑똑히 보도록 하시오.,,"Pope: Oh, here I deeply regret that this traitor has emerged inside the Rose Cross meeting. Here this article is committed in Bajo celebrated executions by the light of captivity in exchange for betrayal. Please look carefully at the last party you plan to rebel against the Pope and the Holy See.","Pope: Oh, here I deeply regret that this traitor has emerged inside the Rose Cross meeting. Here this article is committed in Bajo celebrated executions by the light of captivity in exchange for betrayal. Please look carefully at the last party you plan to rebel against the Pope and the Holy See."
sc002001_.SC,교황 : 속박의 빛으로 맹세를 어긴 자에 대해 처벌을 내리니 죽음으로서 회개하도록 하여라.,,Pope: Be naerini to punish a person for breaking a vow to light bondage repentance as death.,Pope: Be naerini to punish a person for breaking a vow to light bondage repentance as death.
sc002001_.SC,"캐니컬 : 더이상 위선과 가식으로 가득찬 타협은 하고싶지 않고, 할 생각도 없다. 란포드경이 진정으로 원하던 것을 생각을 해 보았는가? 모든것을 끝낸다는 것에 대한 진정한의미를?? 난 란포드경과 같이 그 해답을 찾아내었고 그것은 바로....",,"Local canyon: Cold compromise anymore filled with hypocrisy and pretense will not have to think, do not want to. Ranpo de wonders seen to truly wanted to believe? The true meaning of what ends it all ?? I had to find the answer as ranpo de elapsed it right ....","Local canyon: Cold compromise anymore filled with hypocrisy and pretense will not have to think, do not want to. Ranpo de wonders seen to truly wanted to believe? The true meaning of what ends it all ?? I had to find the answer as ranpo de elapsed it right ...."
sc002001_.SC,캐니컬 : 으악!,,Local canyon: Whoops!,Local canyon: Whoops!
sc002001_.SC,아렌트 : (란포드라고? 방금 란포드라고 했나? 나의 아버지...란..포..드..?),,Arendt (? Ranpo Drago Drago did just ranpo my father ... is ... de Po .. ..?),Arendt (? Ranpo Drago Drago did just ranpo my father ... is ... de Po .. ..?)
sc002001_.SC,교황 : 모두들 배신자의 최후를 잘 보았을 것이오. 이  배신자는 교황청에 침입하여 교황청의 재산을 훔쳐간 자 중의 한 명이오.,,Pope: Oh well it all looked a traitor in the end. The traitor is one person in five to invade the Pontifical characters who stole the wealth of the Vatican.,Pope: Oh well it all looked a traitor in the end. The traitor is one person in five to invade the Pontifical characters who stole the wealth of the Vatican.
sc002001_.SC,아렌트 : (그렇다면 이 배신자와 결탁한 자가 나의 아버지?),,Arendt (who then conspired with my father who is a traitor?),Arendt (who then conspired with my father who is a traitor?)
sc002001_.SC,교황 : 영광스러운 교황청의 장미십자회의 기사들이여. 오늘 교황청에서 도난당한 교황청의 재산은  트라무스의 예언서라는 롬바오르제국시대부터 내려오는 책이오.,,Pope: O ye roses Phillips meetings Article glorious Vatican. The property was stolen from the Vatican Congregation today Iwo book comes down from Lomba ascended the imperial era of the prophets of the Rhine mousse.,Pope: O ye roses Phillips meetings Article glorious Vatican. The property was stolen from the Vatican Congregation today Iwo book comes down from Lomba ascended the imperial era of the prophets of the Rhine mousse.
sc002001_.SC,아렌트 : (트라무스의 예언서? 그 책이 무슨 책이길래 나의 아버지와 관련이 있는 것이란 말인가!),,Arendt (? Prophecies of the book mean trad Moose is rea that are relevant to what books yigilrae my father!),Arendt (? Prophecies of the book mean trad Moose is rea that are relevant to what books yigilrae my father!)
sc002001_.SC,교황 : 이 책의 용도는 그대들은 지금 알지 않는  것이 좋소이다. 이 책이 이 노이슈타트반도의 운명을 좌지우지할 만한 힘을 가졌을 정도로 중요한 책이란 것만 알아두시오.,,"Pope: The purpose of this book, you will not know unless it is All right now. This book has a set of two out only the furnace is an issue important enough books have had enough power to dictate the fate of the tart Peninsula.","Pope: The purpose of this book, you will not know unless it is All right now. This book has a set of two out only the furnace is an issue important enough books have had enough power to dictate the fate of the tart Peninsula."
sc002001_.SC,메런드 : 그렇게 중요한 책이 이 교황청에!!!,,Tome Holland: This book is so important to the Vatican !!!,Tome Holland: This book is so important to the Vatican !!!
sc002001_.SC,교황 : 엄중한 경비속에 비밀창고에서 보관중이던 트라무스의 예언서를 행방불명되었던 옛장미십자회의 영웅이었던 란포드경과 캐니컬 기사(배반의 기사)가 빼돌렸소. 란포드경은 책을 빼돌려 그대로 도주했소.,,Pope: that was unknown was the prophet of the Rhine Moose was being kept in a secret warehouse in strict guard whereabouts of old roses Phillips meetings hero ranpo de lapse canyon local articles (articles of betrayal) attempts to steal the ryeotso. Ppaedolryeo the ranpo de Sir books've just escaped.,Pope: that was unknown was the prophet of the Rhine Moose was being kept in a secret warehouse in strict guard whereabouts of old roses Phillips meetings hero ranpo de lapse canyon local articles (articles of betrayal) attempts to steal the ryeotso. Ppaedolryeo the ranpo de Sir books've just escaped.
sc002001_.SC,"아렌트 : (역시, 아버지가....... 아버지! 살아계셨군요)",,"Arendt (! Heads up, too, my father ....... father alive)","Arendt (! Heads up, too, my father ....... father alive)"
sc002001_.SC,교황 : 그대들중에서 란포드경이 교황청에서 약탈해 간 트라무스의 예언서를 되찾아올 용기 있는 기사가 없소?,,Pope: eopso the ranpo de wonders articles in all the Prophets of the vessel regained the Rhine between Moose raids in the Vatican among you?,Pope: eopso the ranpo de wonders articles in all the Prophets of the vessel regained the Rhine between Moose raids in the Vatican among you?
sc002001_.SC,메런드 : ......,,Tome Holland: ......,Tome Holland: ......
sc002001_.SC,기사2 : 전설적인 란포드경에 맞서 싸운다는 것은 목숨이 열 개 있어도 힘든 일인데...,,"Article 2: The fight against the legendary Sir Roland ranpo inde life is tough, even ten days ...","Article 2: The fight against the legendary Sir Roland ranpo inde life is tough, even ten days ..."
sc002001_.SC,기사3 : 목숨도 목숨이지만 장미십자회의 영웅을  상대로 싸운다는 것은 장미십자회의 명분에도 정면으로  맞서는 격이 되는데...,,"Article 3: lives his life, but it also fights against the hero Rose Phillips meetings there is a price to confront face to face meetings Rose Phillips justification ...","Article 3: lives his life, but it also fights against the hero Rose Phillips meetings there is a price to confront face to face meetings Rose Phillips justification ..."
sc002001_.SC,교황 : 교황청 직속의 자랑스러운 장미십자회에 그토록 용기 있는 사람이 없단 말이오. 죽음을 두려워 하지 않고 란포드경과 맞서 싸워 교황청에서 약탈해간 트라무스의 예언서를 되찾아올 용기 있는 기사가 없단 말이오?,,Pope: Oh say eopdan people so that the container of the Pontifical immediate proud Rosicrucianism. Oh're fighting against is not afraid of death ranpo de elapsed have not got enough articles come to restore the prophetic courage of looting haegan Trapani moose in the Vatican?,Pope: Oh say eopdan people so that the container of the Pontifical immediate proud Rosicrucianism. Oh're fighting against is not afraid of death ranpo de elapsed have not got enough articles come to restore the prophetic courage of looting haegan Trapani moose in the Vatican?
sc002001_.SC,"아렌트 : 행방불명되었던 아버지가 어째서 이곳에 나타난 것일까? .... 난, 반드시 아버지를 만나야 해. 무슨수를 써서라도! 아버지의 아들로서 늠름한 정식기사가 된 나의 모습을 당당하게 보여주고, 아버지를 능가하는 영웅이 되어야 해!!",,"Arendt: the missing father it was, why does appear here? .... I, be sure to meet your father. What can be even wrote a! Giving proudly showed me a look that dignified formal articles as the Son of the Father, to be a hero to surpass his father!","Arendt: the missing father it was, why does appear here? .... I, be sure to meet your father. What can be even wrote a! Giving proudly showed me a look that dignified formal articles as the Son of the Father, to be a hero to surpass his father!"
sc002001_.SC,아렌트 : 제가 하겠습니다.,,Arendt: I will.,Arendt: I will.
sc002001_.SC,메런드 : 건방지다. 이제 갓 기사가 된 주제에 나서다니.,,Tome Holland: be impertinent. Now and then attend a freshly article topics.,Tome Holland: be impertinent. Now and then attend a freshly article topics.
sc002001_.SC,아렌트 : 교황이시여. 이 아렌트는 어제 막 정식기사 지위를 받은 몸이지만 젊은 용기와 패기로  교황의 심려하시는 부분을 조금이나마 덜어드리고자 교황의 명을 받들고 싶습니다.,,"Arendt: Pope O. The Arendt just yesterday received a formal article body position, but as a young courage and ambition would like to ease, albeit a little simryeo part of the Pope who would like to take upon us the name of the Pope.","Arendt: Pope O. The Arendt just yesterday received a formal article body position, but as a young courage and ambition would like to ease, albeit a little simryeo part of the Pope who would like to take upon us the name of the Pope."
sc002001_.SC,교황 : 그대는 기사 아렌트. 그대의 능력으로는 아직 무리라고 생각하오.,,Pope: You have articles Arendt. Hao think still flock to thy power.,Pope: You have articles Arendt. Hao think still flock to thy power.
sc002001_.SC,아렌트 : 카콘시스 교황이시여. 교황님에 대한 충성과 교황청에 대한 맹세를 속박의  빛을 통해서 했습니다. 저에게 카콘시스 교황과 교황청에 충성을 할 수 있는 기회를 주시옵소서.,,Arendt: kakon Pope O system. The pledge of allegiance to the Pope and the Holy See has been through the light of bondage. Siopsoseo me to share the opportunity to loyalty to the Pope and the Holy See kakon system.,Arendt: kakon Pope O system. The pledge of allegiance to the Pope and the Holy See has been through the light of bondage. Siopsoseo me to share the opportunity to loyalty to the Pope and the Holy See kakon system.
sc002001_.SC,메런드 : 카콘시스 교황이시여. 아렌트 기사는 이제 막  기사 지위를 단 풋내기입니다. 절대로 아렌트가 수행할 수  있는 일이 아닙니다.,,Tome Holland: kakon Pope O system. Arendt articles is now just a fledgling stage article post. Absolutely not something that can be performed by Arendt.,Tome Holland: kakon Pope O system. Arendt articles is now just a fledgling stage article post. Absolutely not something that can be performed by Arendt.
sc002001_.SC,교황 : ......,,Pope : ......,Pope : ......
sc002001_.SC,"아렌트 : 카콘시스 교황이시여. 저에게 용맹과 패기, 그리고 충성을 나타낼 수 있는 기회를 주시옵소서.",,Arendt: kakon Pope O system. Siopsoseo me to share the opportunity to represent the bravery and ambition and loyalty.,Arendt: kakon Pope O system. Siopsoseo me to share the opportunity to represent the bravery and ambition and loyalty.
sc002001_.SC,메런드 : 카콘시스 교황이시여. 이번 일은 제가 맡도록 하겠습니다. 수많은 경험과 노련미가 몸에 밴 저에게 가장 적합한 일이라고 생각합니다. 제가 이번 일을 맡는 것이 합당하다고 생각합니다.,,Tome Holland: kakon Pope O system. The thing I hope to undertake. I think the most suitable one for me and a lot of experience noryeonmi van body. I think it makes sense to take on this work.,Tome Holland: kakon Pope O system. The thing I hope to undertake. I think the most suitable one for me and a lot of experience noryeonmi van body. I think it makes sense to take on this work.
sc002001_.SC,아렌트 : 늙은 말은 무거운 짐을 지고 먼길을 떠날 수가 없습니다.,,Arendt: Nag is a heavy burden I can not leave all the way.,Arendt: Nag is a heavy burden I can not leave all the way.
sc002001_.SC,메런드 : 뭐라고!,,Tome Holland: What!,Tome Holland: What!
sc002001_.SC,교황 : 다들 조용히 하시오.,,Pope: everyone please be quiet.,Pope: everyone please be quiet.
sc002001_.SC,교황 : 나 카콘시스 교황은 아렌트에게 이번 임무를 맡기노라. 이에 모든이들은 불만을 갖지 말지어다.,,"Pope: I am the Pope entrusted to Arendt kakon system for this mission. In all, they say, let him have a complaint.","Pope: I am the Pope entrusted to Arendt kakon system for this mission. In all, they say, let him have a complaint."
sc002001_.SC,아렌트 : 영광입니다. 카콘시스 교황이시여.,,Arendt: It is an honor. O system kakon Pope.,Arendt: It is an honor. O system kakon Pope.
sc002001_.SC,기사 : ......,,Article : ......,Article : ......
sc002001_.SC,교황 : 그대 아렌트의 젊은 패기와 용기에 우리 교황청은 찬사를 보내며 그대 아렌트는 이번 일에 나 카콘시스 교황과 교황청에 대한 충성을 보여주길 바라오.,,"Pope: Young ambition and courage of the Vatican, we applaud your Arendt Arendt baraoh you want to show your allegiance to the Pope and the Holy See or the system kakon this day.","Pope: Young ambition and courage of the Vatican, we applaud your Arendt Arendt baraoh you want to show your allegiance to the Pope and the Holy See or the system kakon this day."
sc002001_.SC,아렌트 : 반드시 명을 수행하겠습니다.,,Arendt: I will surely do the people.,Arendt: I will surely do the people.
sc002001_.SC,교황 : 잠깐 아랜트는 나의 방으로 오시오.,,Pope: Oh Wait Slant has Come to my room.,Pope: Oh Wait Slant has Come to my room.
sc002001_.SC,교황 : 아렌트여. 그대의 용기와 충성심에 감복을 하며 경의를 표하는 바이오. 잘 들으시오. 아렌트여. 그대는 란포드경의 흔적을 찾아 트라무스의 예언서를 되찾아 오도록 하시오.,,Pope: by Arendt. The lady admired the courage and loyalty and bio honor. Oh well listen. Open Arendt. You have regained the Prophets so please look for signs of Trapani Moose ranpo de honor.,Pope: by Arendt. The lady admired the courage and loyalty and bio honor. Oh well listen. Open Arendt. You have regained the Prophets so please look for signs of Trapani Moose ranpo de honor.
sc002001_.SC,아렌트 : 알겠습니다. 그런데 한 가지 질문을 해도 되겠습니까?,,Arendt: Okay. But May I ask a question?,Arendt: Okay. But May I ask a question?
sc002001_.SC,교황 : 아렌트여. 그대의 질문이 무엇이오?,,Pope: by Arendt. What is thy question Io?,Pope: by Arendt. What is thy question Io?
sc002001_.SC,아렌트 : 외람된 질문일수도 있겠지만 그 트라무스의 예언서에 대하여 알고 싶습니다.,,Arendt: With all due respect but also one question I would like to know about the prophecy of the Rhine mousse.,Arendt: With all due respect but also one question I would like to know about the prophecy of the Rhine mousse.
sc002001_.SC,교황 : 트라무스의 예언서에 대해서는 자세히 알려고 하지 마시오.  내가 해줄 수 있는 말은 엄청난 내용이 담긴 굉장한 책이란 것만 말해 줄 수 있소.,,Pope: for the Prophets of the Tribe Mousse Do not want to know more. All I can do is say Can you tell me is just amazing book filled with enormous detail.,Pope: for the Prophets of the Tribe Mousse Do not want to know more. All I can do is say Can you tell me is just amazing book filled with enormous detail.
sc002001_.SC,교황 : 도서관에 가 보시오. 란포드경의 흔적을 찾을 근거가 될 예언서에 관한 자료가 있을 것이오.,,Pope: Look in the library. Ranpo is going to be a material on the basis of the Prophets to be found traces de honor.,Pope: Look in the library. Ranpo is going to be a material on the basis of the Prophets to be found traces de honor.
sc002001_.SC,아렌트 : 잘 알겠습니다. 카콘시스 교황이시여. 교황의 명을 받들어 반드시 트라무스의 예언서를 회수해 오겠습니다.,,Arendt: I understand. O system kakon Pope. Serve the Pope's name Oh I'll be sure to recover the prophetic books of the Rhine mousse.,Arendt: I understand. O system kakon Pope. Serve the Pope's name Oh I'll be sure to recover the prophetic books of the Rhine mousse.
sc002001_.SC,트라무스의 예언서,,Prophets of Trapani Moose,Prophets of Trapani Moose
sc002001_.SC,"메런드 : 훗~ 나보고 늙은 말이라고? 자네, 뒷통수를 조심하게...",,"Tome Holland: Heh ~ weird kind of way, or looking old? To you, beware of the back water flow ...","Tome Holland: Heh ~ weird kind of way, or looking old? To you, beware of the back water flow ..."
sc002001_.SC,기사4 : 조심하라고. 저친구를 잘못건드려 무사한 사람이 아무도 없어.,,Article 4: to be careful. Touching the wrong guy no one warrior who nobody.,Article 4: to be careful. Touching the wrong guy no one warrior who nobody.
sc002001_.SC,"기사5 : 자네 혼자 잘난 것이 아니야. 이곳에는 서열과 질서가 있지. 또, 그것이 무엇보다 중요하다고.",,"Article 5: It's not your damn alone. There is no sequence and order. In addition, it is more important than what it is.","Article 5: It's not your damn alone. There is no sequence and order. In addition, it is more important than what it is."
sc002001_.SC,기사6 : 카콘시스 교황께서 내리신 명령을 완수하기 전까지는 이 교황청 안으로 절대 들어오지 말 것을 명심해라!,,Article 6: kakon system to the Pope has complete command until the naerisin Keep in mind that the end never come into the Vatican!,Article 6: kakon system to the Pope has complete command until the naerisin Keep in mind that the end never come into the Vatican!
